ZIP code,average income
14304,57658.86287625418
14305,46783.21678321678
14411,53375.912408759126
14414,68513.1195335277
14416,65240.64171122995
14418,64120.370370370365
14420,63501.177856301525
14422,64814.81481481481
14423,67521.83406113538
14424,71509.79706088174
14425,70296.29629629629
14427,59410.11235955056
14428,73942.51626898047
14432,60328.185328185325
14433,55548.4693877551
14435,72946.42857142858
14437,58981.693363844395
14441,54411.76470588236
14445,54675.572519083966
14450,86835.52930486143
14454,74402.86624203822
14456,58323.66589327146
14462,66810.3448275862
14464,59438.04034582133
14466,67921.68674698795
14467,67137.09677419355
14468,74388.37920489296
14469,69477.73972602739
14470,57866.66666666667
14471,67763.15789473684
14472,91385.13513513515
14475,77777.77777777777
14476,63713.59223300971
14477,62328.767123287675
14478,82500.0
14480,58055.555555555555
14481,60465.11627906977
14482,62135.922330097084
14485,69458.76288659793
14486,65441.17647058824
14487,73293.51535836178
14489,54595.01557632398
14502,73170.15209125476
14504,50000.0
14505,64074.8031496063
14506,101190.47619047618
14507,58203.125
14510,52578.475336322874
14512,63656.387665198235
14513,53929.69984202211
14514,69410.87613293051
14516,61682.2429906542
14517,59523.80952380953
14519,73902.82131661441
14521,57056.45161290322
14522,60050.675675675666
14525,65213.17829457364
14526,88289.96282527881
14527,61345.81881533101
14530,56451.6129032258
14532,61869.266055045875
14533,64610.38961038961
14534,108252.72067714631
14536,52586.206896551725
14541,65070.09345794392
14543,83008.98203592816
14544,64166.66666666666
14546,68032.7868852459
14548,59821.428571428565
14550,55921.05263157895
14551,52043.726235741444
14555,74489.79591836734
14559,74581.98489751888
14560,66108.24742268042
14561,64039.85507246376
14564,93538.13559322033
14568,74633.55048859934
14569,60309.278350515466
14571,56153.846153846156
14572,57254.46428571428
14580,81097.02797202798
14585,43269.23076923077
14586,72237.90322580645
14589,62277.918781725886
14590,56718.06167400882
14591,59603.65853658537
14604,60447.76119402985
14605,28441.176470588234
14606,47463.90577507599
14607,55323.19391634982
14608,34881.20950323974
14609,49736.313410346556
14610,81492.63721552878
14611,31901.24416796267
14612,66009.61538461539
14613,33566.90777576854
14614,68333.33333333333
14615,44604.76787954831
14616,51675.08417508417
14617,71856.96619950536
14618,94990.5482041588
14619,41451.6129032258
14620,58530.805687203785
14621,31998.381877022657
14622,61208.20668693009
14623,54982.77559055118
14624,65615.57788944725
14625,83392.2261484099
14626,65426.18900555899
14701,49720.149253731346
14706,67712.01413427563
14709,54891.30434782609
14710,63370.25316455697
14711,52702.70270270271
14712,73214.28571428572
14714,56250.0
14715,50548.245614035084
14716,49876.23762376238
14717,57142.85714285714
14718,61206.896551724145
14719,54999.99999999999
14723,59210.526315789466
14724,58449.07407407407
14726,48397.4358974359
14727,58008.65800865801
14728,62228.260869565216
14729,62812.5
14731,79746.83544303798
14733,53376.43678160919
14735,53155.33980582525
14736,60795.454545454544
14737,56104.6511627907
14738,58773.291925465826
14739,47351.69491525424
14740,60416.666666666664
14741,61111.11111111111
14743,57432.43243243243
14744,56510.416666666664
14747,52631.57894736842
14748,50446.42857142857
14750,71420.94017094017
14753,48437.5
14754,55833.33333333333
14755,53822.31404958678
14757,61428.571428571435
14760,54110.63569682152
14767,54623.28767123287
14769,53197.67441860465
14770,55523.25581395349
14772,57164.634146341465
14775,49107.14285714286
14777,56250.0
14779,45616.319444444445
14781,52808.98876404494
14782,54947.916666666664
14784,50937.5
14787,57070.13574660634
14801,57912.84403669726
14802,66319.44444444444
14803,63679.24528301887
14804,60685.48387096774
14805,59375.0
14806,58762.886597938144
14807,62590.57971014493
14808,48557.69230769231
14809,55168.269230769234
14810,54534.068136272545
14812,57939.18918918919
14813,55392.156862745105
14814,81691.9191919192
14815,59821.42857142857
14816,58984.375
14817,65846.45669291339
14818,68206.52173913043
14819,47321.428571428565
14820,59051.72413793103
14821,61019.73684210526
14822,52659.574468085106
14823,56682.389937106906
14824,54687.5
14825,55902.77777777778
14826,57303.370786516854
14830,68703.50690754516
14836,62500.0
14837,57626.14678899083
14838,60465.11627906977
14839,51612.903225806454
14840,76490.06622516557
14841,68452.38095238095
14842,62878.78787878789
14843,54263.392857142855
14845,70899.209486166
14846,58984.375
14847,61009.17431192661
14850,75349.76323719329
14853,29807.69230769231
14855,48263.88888888888
14858,66493.05555555556
14859,55882.352941176476
14860,57107.8431372549
14861,53389.83050847458
14864,52455.357142857145
14865,60668.103448275855
14867,56959.70695970696
14869,60491.071428571435
14870,76793.59823399558
14871,72656.25
14872,52403.846153846156
14873,53068.181818181816
14874,59722.22222222222
14877,58333.33333333333
14878,59926.470588235294
14879,56377.55102040816
14880,53392.85714285714
14881,58333.33333333333
14882,78542.78074866309
14883,59325.39682539682
14884,54166.666666666664
14885,50000.0
14886,71253.82262996942
14889,56066.17647058824
14891,58128.078817734
14892,55246.47887323944
14894,54025.42372881356
14895,54655.61224489796
14897,54044.117647058825
14898,54464.28571428572
14901,44556.84007707129
14903,63550.42016806723
14904,44295.93373493976
14905,68335.24027459955
